Local,Trabalho,Título,Autores/Participantes
Centro de Ciencias da Saúde,1556,AVALIAÇÃO DA EFICÁCIA FOTOPROTETORA IN VITRO DE HIDROGÉIS POLIMÉRICOS À BASE DE GOMA GUAR CONTENDO FILTROS SOLARES HIDROFÍLICOS,"CINTHYA VITOR RODRIGUES,CLAUDIA REGINA ELIAS MANSUR,ELISABETE PEREIRA DOS SANTOS,FIAMMETTA NIGRO,JÚLIA LINS TALON DE SOUZA,NATALIA RUBEN CASTRO,ZAIDA FREITAS"
Centro de Ciencias da Saúde,1622,DESENVOLVIMENTO DE NANOEMULSÕES PARA O TRATAMENTO DA LEISHMANIOSE CUTÂNEA,"ANA PAULA DOS SANTOS MATOS,EDUARDO RICCI JUNIOR,LUCIENE GOMES DE ANDRADE,MARIANA SATO DE SOUZA BUSTAMANTE MONTEIRO"
Centro de Ciencias da Saúde,3007,TRATAMENTO COM NANOPARTÍCULAS DE OURO MELHORA A FUNÇÃO RENAL NO MODELO DE LESÃO RENAL AGUDA SUBCLÍNICA.,"ANNA BEATRIZ CHASCO LEAL,CELSO CARUSO NEVES,DIOGO DE BARROS PERUCHETTI,GUILHERME FERREIRA DE CASTRO,MARCO AURÉLIO MARTINS,NATÁLIA BARRETO DA SILVA PINHEIRO,PATRÍCIA MACHADO RODRIGUES E SILVA MARTINS,PINHEIRO, A.A.S.,RODRIGO PACHECO DA SILVA DE AGUIAR,YAGO AMIGO PINHO JANNINI DE SÁ"
Centro de Ciencias da Saúde,3606,OTIMIZAÇÃO DA PRODUÇÃO DE NANOPARTÍCULAS POLIMÉRICAS POR NANOPRECIPITAÇÃO UTILIZANDO A MICROFLUÍDICA.,"ARIANE DE JESUS SOUSA BATISTA,BARTIRA ROSSI BERGMANN,ERIKA YOKO SUZUKI,GIOVANNA CERSóSIMO NADER MOTA,JACIARA MARIA DOS SANTOS,TIAGO ALBERTINI BALBINO"
Centro de Ciencias da Saúde,5095,DESENVOLVIMENTO DE LIPOPLEXOS CONTENDO RNA DE INTERFERÊNCIA PARA O SILENCIAMENTO DO GENE TNF-Α: AVALIAÇÃO DO POTENCIAL TERAPÊUTICO DA PREPARAÇÃO EM UM MODELO DE NEUROINFLAMAÇÃO INDUZIDO PELO VÍRUS DA ZIKA.,"CLAUDIA FIGUEIREDO,FABRíCIA LIMA FONTES-DANTAS,JULIA CLARKE,TALITA NASCIMENTO DA SILVA,YASMIN DE OLIVEIRA BALDAN"
Centro de Ciencias da Saúde,5342,CARACTERIZAÇÃO E AVALIAÇÃO DA AÇÃO ANTI-INFLAMATÓRIA DE NANOPARTÍCULAS SÓLIDAS LIPÍDICAS CONTENDO SILIBINA EM MODELO IN VITRO DE SCHISTOSOMA MANSONI,"ALEXANDRE DOS SANTOS PYRRHO,ALICE SIMON,DANIEL FIGUEIREDO VANZAN,FLÁVIA ALMADA DO CARMO,HILTON ANTONIO MATA DOS SANTOS,LUCIO MENDES CABRAL,THAIANY EDUARDO"
Centro de Ciencias da Saúde,1717,INFORMAÇÃO SEGURA E COVID-19: UM GUIA ORIENTADOR PARA CUIDADORES DE IDOSOS COM DEMÊNCIA,"ALINE MIRANDA,ALLAN CORREA XAVIER,BRENDA OLIVEIRA DE SOUZA,LIZANDRA QUINTILIANO DE CARVALHO,MARIA JULIA DE OLIVEIRA SOUZA,RAYANNE FONSECA DE JESUS"
Centro de Ciencias da Saúde,2575,REATIVIDADE CEREBRAL E CARDÍACA A IMAGENS DE MUTILAÇÃO SÃO MODULADAS POR CONTEXTO,"ALINE BASTOS,ALINE CARDOSO,ANNA JÚLIA LOPES PIRES,ELIANE VOLCHAN,FÁTIMA CRISTINA SMITH ERTHAL,GIOVANNA NOVAES BORTOLINI,JOSÉ MAGALHÃES DE OLIVEIRA,LUANA PERES NEVES"
Centro de Ciencias da Saúde,3358,ESTUDO DA LATERALIZAÇÃO DA DESSINCRONIZAÇÃO RELACIONADA AO EVENTO (ERD) DURANTE O MOVIMENTO REAL E IMAGINÁRIO DOS MEMBROS SUPERIORES.,"ANDRÉ DA SILVA,DANIEL CORDEIRO MARQUES,ERIC KAUATI SAITO,JULIANA GUIMARãES MARTINS SOARES,PAULO CHAGAS"
Centro de Ciencias da Saúde,5055,EXPOSIÇÃO A CENAS DE INTERAÇÃO SOCIAL PROMOVE PREDISPOSIÇÕES MOTORAS ASSOCIADAS AO TOQUE SOCIAL,"CAMILA MARTINS FRANKLIN,ELIANE VOLCHAN,JOSÉ MAGALHÃES DE OLIVEIRA,OLGA GUIMARÃES GRICHTCHOUK,VANESSA DA ROCHA REGO"
Centro de Ciencias da Saúde,5935,CUIDADOS DE ENFERMAGEM AO PACIENTE AMPUTADO COM TRANSTORNOS MENTAIS,"FERNANDA FELCMAN,GEANNY DE ALMEIDA SILVA,GIOVANA DE OLIVEIRA MONTEIRO QUEIROZ,GIOVANNA REZENDE,JENNIFER PEREIRA DE SOUZA ANTUNES,JOãO VICTOR MARTINS SARAIVA,JULIA DA SILVA DE SOUZA,JULIA FERREIRA DE SOUZA DOS SANTOS,JULIO GABRIEL MENDONçA DE SOUSA,KAROL KAROLINNY SANTOS DA COSTA,LETíCIA BOTELHO RUBIM,MARIANA ALVIM,RAFAELA RAPOSO DA FONSECA"
Centro de Ciencias da Saúde,1239,A INFLUÊNCIA DO CONSUMO DE ULTRAPROCESSADOS E ADITIVOS ALIMENTARES NA COMPOSIÇÃO DE TRIACILGLICERÓIS EM PLACENTAS DE MULHERES ADULTAS,"ALEXANDRE GUEDES TORRES,BIANCA DE OLIVEIRA BARBALHO,CAROLINA DOS SANTOS FERREIRA,DEBORAH BAUER,GABRIELA DIAS ALVES PINTO,LAYLA GALVÃO RANQUINE,TATIANA EL BACHA,VANESSA DE ARAUJO GOES"
Centro de Ciencias da Saúde,1595,DISTRIBUIÇÃO DAS CONCENTRAÇÕES SÉRICAS DE SELÊNIO ENTRE CRIANÇAS BRASILEIRAS SEGUNDO INDICADORES SOCIODEMOGRÁFICOS E ECONÔMICOS: RESULTADOS DO ESTUDO NACIONAL DE ALIMENTAÇÃO E NUTRIÇÃO INFANTIL (ENANI – 2019).,"CRISTIANO SIQUEIRA BOCCOLINI,DAYANA RODRIGUES FARIAS,ELISA MARIA DE AQUINO LACERDA,GILBERTO KAC,INES RUGANI RIBEIRO DE CASTRO,JULIANA VIEIRA DE CASTRO MELLO,KERONLAINY SILVA SALVATTE NUNES,LETICIA BARROSO VERTULLI CARNEIRO,LETÍCIA RAMOS DA SILVA,LUIZ ANTONIO DOS ANJOS,MAIARA BRUSCO DE FREITAS,NADYA HELENA ALVES-SANTOS,NEILANE BERTONI,PAULA NORMANDO,PEDRO GOMES ANDRADE,RAQUEL MACHADO SCHINCAGLIA,TALITA LELIS BERTI"
Centro de Ciencias da Saúde,1660,CONHECIMENTOS E PRÁTICAS SOBRE ALEITAMENTO MATERNO NA FORMAÇÃO DE PROFISSIONAIS DE SAÚDE- RESULTADOS PRELIMINARES,"BIANCA OTISZI DA FONSECA FRANCA,CAMILA REIS,DAYANNE DAS NEVES PEREIRA,ELIZABETH ACCIOLY,GIOVANA MELO MELO MORAES DE SOUZA,JULLYANNE DA SILVA GIL,MARIA EDUARDA NASCIMENTO HEIDTMANN ROCHA,PATRICIA LIMA PEREIRA PERES,RAFAELLA DELOQUE"
Centro de Ciencias da Saúde,3972,COVID-19 NA GESTAÇÃO EM MULHERES ADULTAS ATENDIDAS EM MATERNIDADE PÚBLICA DO MUNICÍPIO DO RIO DE JANEIRO,"ADRIANA AZEVEDO DUARTE ABRAS,ANA SOPHIA SOARES PESSOA NOBRE DE LACERDA,BEATRIZ MAGALHÃES BLOIS DOS SANTOS,CLAUDIA SAUNDERS,ERLAINE DE SOUZA GOMES,GABRIELLA LONGO CARVALHO  COSTA,KARINA DOS SANTOS,KATHERINE BITTENCOURT MENDES LEITÃO,LAÍSA RAMOS RODRIGUES,LETÍCIA BARBOSA GABRIEL DA SILVA,MANOELA PEREIRA SMITH SILVESTRE,MARIANA CAMPOS DE MORAES,MIRIA DE ALMEIDA VIEIRA,NATERCIA DA SILVA REBELLO,TALITA MARINE SOARES,THAISSA SANTANA VIEIRA LIMA"
Centro de Ciencias da Saúde,4050,EFEITO DA ASSISTÊNCIA PRÉ-NATAL SOBRE O RESULTADO PERINATAL DE GESTANTES COM DIABETES MELLITUS: UMA REVISÃO SISTEMÁTICA,"BEATRIZ MAGALHÃES BLOIS DOS SANTOS,CLAUDIA SAUNDERS,ERLAINE DE SOUZA GOMES,GABRIELLA LONGO CARVALHO COSTA,KARINA DOS SANTOS,KATHERINE BITTENCOURT MENDES LEITÃO,LAÍSA RAMOS RODRIGUES,LETÍCIA BARBOSA GABRIEL DA SILVA,MANOELA PEREIRA SMITH SILVESTRE,MARIANA CAMPOS DE MORAES,TALITA MARINE SOARES,TATIANA TRINDADE BINKELMANN,TATIANE DE FREITAS MAZOTTO"
Centro de Ciencias da Saúde,4146,NÃO CONSUMO DE FRUTAS E HORTALIÇAS POR CRIANÇAS BRASILEIRAS MENORES DE 5 ANOS DO ENANI-2019,"CRISTIANO SIQUEIRA BOCCOLINI,ELISA MARIA DE AQUINO LACERDA,GILBERTO KAC,INES RUGANI RIBEIRO DE CASTRO,LETICIA BARROSO VERTULLI CARNEIRO,LUIZ ANTONIO DOS ANJOS,NADYA HELENA ALVES- SANTOS,NEILANE BERTONI,RAQUEL MACHADO SCHINCAGLIA,SENDY CARLA MOREIRA"
Centro de Ciencias da Saúde,4249,EFEITO DO ALEITAMENTO MATERNO EM RECÉM-NASCIDOS PREMATUROS INTERNADOS EM UTI NEONATAL NOS DESFECHOS DURANTE A HOSPITALIZAÇÃO.,"ANA SOPHIA SOARES PESSOA NOBRE DE LACERDA,BEATRIZ MAGALHÃES BLOIS DOS SANTOS,CLAUDIA SAUNDERS,ERLAINE DE SOUZA GOMES,GABRIELLA LONGO CARVALHO COSTA,GABRIELLA PINTO BELFORT,KATHERINE BITTENCOURT MENDES LEITÃO,MANOELA PEREIRA SMITH SILVESTRE,MARIANA CAMPOS DE MORAES,TALITA MARINE SOARES,VâNIA DE OLIVEIRA TRINTA"
Centro de Ciencias da Saúde,5210,ASSOCIAÇÃO ENTRE ALEITAMENTO MATERNO EXCLUSIVO E CRESCIMENTO EM CRIANÇAS ENTRE 4 E 6 MESES: DADOS DO SISTEMA DE VIGILÂNCIA ALIMENTAR E NUTRICIONAL (SISVAN),"DAYANA RODRIGUES FARIAS,GIULIA CARNEIRO DA CUNHA QUINTANILHA,KERONLAINY SILVA SALVATTE NUNES,NATASHA DE OLIVEIRA NASCIF,NATHÁLIA,PAULA MORAES DE CARVALHO,THAIS RANGEL BOUSQUET CARRILHO"
Centro de Ciencias da Saúde,769,ANÁLISE DE MINERAÇÃO DE DADOS CLÍNICOS E BIBLIOMÉTRICOS DE ESTUDOS QUE AVALIARAM DENTIFRÍCIOS CONTENDO XILITOL OU PRÓPOLIS PUBLICADOS MUNDIALMENTE,"ANDRÉA FONSECA GONÇALVES,LUCIANNE COPLE MAIA DE FARIA,MARIANA LEONEL MARTINS,NATáLIA MAGNO VON HELDE"
Centro de Ciencias da Saúde,1924,PRECISÃO DA ADAPTAÇÃO DE ESTRUTURAS DE PRÓTESES PARCIAIS IMPRESSAS EM 3D,"ALINE TANY POSCH,CAROLINA DE ASSIS PINTO FERREIRA,LETICIA MEINBERG PEDROSA,MARINA ANTONINO NUNES DE SOUZA,PAULA NUNES GUIMARAES PAES,SHADAE JAMALLIA WRIGHT,SILVANA MARQUES MIRANDA SPYRIDES"
Centro de Ciencias da Saúde,3639,O PROCESSO DE OSSEOINTEGRAÇÃO X FIBROINTEGRAÇÃO: A INTERAÇÃO ENTRE CÉLULAS E IMPLANTE,"ALINE TANY POSCH,JOãO VICTOR FRANçA MOURA,MARVIN DO NASCIMENTO,THAYS OBANDO BRITO"
Centro de Ciencias da Saúde,4804,O PLANEJAMENTO DE IMPLANTES DENTÁRIOS EM DIFERENTES PERFIS PERIODONTAIS,"ALINE TANY POSCH,KENDERSON SANTOS,MARVIN DO NASCIMENTO,THAYS OBANDO BRITO"
Centro de Ciencias da Saúde,4868,A FRAGILIDADE DO IDOSO E O SEU IMPACTO NA SAÚDE ORAL : REVISÃO DE LITERATURA,"CAROLINA DE ASSIS PINTO FERREIRA,DANILO MOREIRA BARROS AMARAL,FERNANDA DE ARAUJO VERDANT PEREIRA,GEORGE MIGUEL SPYRIDES,MARCOS SCHROEDER,PAULA NUNES GUIMARAES PAES"
Centro de Ciencias da Saúde,5124,ESTUDO BIBLIOMÉTRICO SOBRE A ATUAÇÃO DO NIÓBIO NA ÁREA DA ODONTOLOGIA - ESTUDO PRELIMINAR,"ANA BEATRIZ ALONSO CHEVITARESE CARDINALI,ANDRÉA FONSECA GONÇALVES,FERNANDA OLIVEIRA MIRANDA TAVARES,KARLA LORENE DE FRANÇA LEITE,KENDERSON SANTOS,LIVIA RODRIGUES DE MENEZES,LUCIANNE COPLE MAIA DE FARIA,MILLENE DE OLIVEIRA DIAS"
Centro de Ciencias da Saúde,5476,PREVALÊNCIA E TIPOS MAIS FREQUENTES DOS DISTÚRBIOS DO SONO EM CRIANÇAS E ADOLESCENTES COM TRANSTORNO DO ESPECTRO AUTISTA – REVISÃO DE LITERATURA,"CLÁUDIA TAVARES SILVA,GIUSEPPE PASTURA,GLORIA FERNANDA CASTRO,JOAO VICTOR DE FREITAS FALCK,MICHELLE COELHO FERREIRA LOTITO"
Centro de Ciencias da Saúde,1655,TECNOLOGIAS DE CUIDADO-EDUCAÇÃO APLICADAS ÀS ORIENTAÇÕES MULTIPROFISSIONAIS DE CUIDADORES/FAMILIARES NO PROCESSO DE HOSPITALIZAÇÃO: EXPERIÊNCIA DE ALUNOS DE GRADUAÇÃO NA EDUCAÇÃO EM SAÚDE NA CLÍNICA MÉDICA.,"ANDREZA MOREIRA ARRABAL,BHEATTRIZ DA SILVA PONTES,ELEN MARTINS DA SILVA CASTELO BRANCO,FERNANDA FREITAS FERNANDES,GABRIEL VIEIRA SARAMAGO,INARA MARTINS HADDAD DE ALMEIDA,LETíCIA DE OLIVEIRA RIBEIRO,MARIA LUIZA DE OLIVEIRA TEIXEIRA,RAMIRES MORAIS FELIX DA SILVA,THAIS FERNANDA DA SILVA SOUSA,THAíS NADINE CARDOSO FRANCISCO"
Centro de Ciencias da Saúde,2842,O CONCEITO DE MORTE NA CONTEMPORANEIDADE,"BEATRIZ CORTES DA SILVA,FRANCISCO RÔMULO MONTE FERREIRA"
Centro de Ciencias da Saúde,2912,EXTENSÃO E BOAS PRÁTICAS DE ATENÇÃO À SAÚDE: CONECTANDO SABERES ENTRE ESPECIALISTAS E PROFISSIONAIS.,"ANDREZA RODRIGUES,MARIA TERESA ROSSETTI MASSARI,RAFAELA LIZ DE CASTRO DOS SANTOS,RAFAELLE MENDES DA COSTA,YOHANA MIRANDA FIALHO"
Centro de Ciencias da Saúde,4507,ASSOCIAÇÃO DE ATIVIDADE FÍSICA COM FREQUÊNCIA CARDÍACA EM ADOLESCENTES BRASILEIROS- ERICA,"ANNA MAYSE FEITOSA DA SILVA,DOMINGOS ALVES DE SANTANA NETO,KATIA BLOCH,MARIANA EVARISTO LEITE,SARAH MARIANI ROCHA OLIVEIRA"
Centro de Ciencias da Saúde,4549,"UM OLHAR SOBRE RELAÇÕES DE PODER, RACISMO E SEXISMO NO EXERCÍCIO DA ENFERMAGEM: UM RELATO DE EXPERIÊNCIA","AGATHA MITTARAGIS GOMES,CAROLINE SANTOS DA SILVA,GABRIELLA PICOLI DOS SANTOS FAUSTINO,GUSTAVO FERNANDES MARQUES DE SOUZA,LUÍSA DE GOUVÊA ARAUJO,MARIA GEFE DA ROSA MESQUITA,MATHEUS OLIVEIRA DA SILVA,MILLENY SANTOS DIAS,YOHANA MIRANDA FIALHO"
Centro de Ciencias da Saúde,4734,TERRITORIALIZAÇÃO NA ATENÇÃO BÁSICA: RELATO DE EXPERIÊNCIA NA CLÍNICA DA FAMÍLIA ZILDA ARNS,"CAMILA FERNANDES RODRIGUES,CESAR AUGUSTO PARO,CRISTAL OLIVEIRA MONIZ DE ARAGÃO,MARCIA DE FATIMA DE FARIAS BARD,MARYANA CLEYCY DE ASSIS,MIRELLA GIONGO,TATIANE DA SILVA CRUZ,THIAGO MELICIO"
Centro de Ciencias da Saúde,4742,COMUNICAÇÃO POPULAR EM SAÚDE MENTAL: ANÁLISE DE ATIVIDADES DESENVOLVIDAS COM A TV PORTAL 35 FAVELAS DO RIO DE JANEIRO E IMPLANTAÇÃO DE REDE BRASILEIRA DE COMUNICAÇÃO POPULAR,"ANA CLARA ALVES MOREIRA DA SILVA,ANDERSON DE OLIVEIRA,BEATRIZ RAMOS,LEANDRO FRANCA PACHECO,MARIA PAULA BORSOI RAIMUNDO,MARIANA VIVAS DE OLIVEIRA,MATHEUS JOSE COSTA GOVEIA,NATHáLIA DE OLIVEIRA BORBA NEVES,PEDRO GABRIEL GODINHO DELGADO,PRISCILLA PAIVA Gê VILELLA DOS SANTOS,TAYARA FELIPPE PINHEIRO SASSARO"
Centro de Ciencias da Saúde,4763,DISCURSOS MIDIÁTICOS SOBRE OS TERRITÓRIOS DOS COMPLEXOS DO ALEMÃO E DA PENHA,"CAMILA FERNANDES RODRIGUES,CESAR AUGUSTO PARO,DANIEL LASNEAU DOS SANTOS TROTTE,GEORGIA JANTORNO,JÚLIA MATOS DA FONSECA,KARINE MACHADO CASCAES,MARCIA DE FATIMA DE FARIAS BARD,MARIA ISABEL GONçALVES PEREIRA DE ALMEIDA,MARYANA CLEYCY DE ASSIS,TATIANE DA SILVA CRUZ"
Centro de Ciencias da Saúde,1386,GESTÃO DO CUIDADO NA ATENÇÃO A POLIFARMÁCIA EM PACIENTES COM INSUFICIÊNCIA CARDÍACA,"JULIA GONÇALVES ESCOSSIA CAMPOS,LIANA AMORIM CORREA TROTTE,LÍGIA NERES MATOS,MARLUCI ANDRADE CONCEIÇÃO STIPP,MICHELLE ALVES DOS SANTOS"
Centro de Ciencias da Saúde,1501,DEMANDAS DOS DISCENTES COM DEFICIÊNCIA E TRANSTORNOS NO CURSO DE ENFERMAGEM DA UFRJ.,"CAROLINE SANTOS DA SILVA,MARIA DA SOLEDADE SIMEÃO DOS SANTOS"
Centro de Ciencias da Saúde,4928,VIVAS TRILHAMOS E NOS ENCRUZILHAMOS: ENTRE BODAS DE PAPEL E AS ESCREVIVÊNCIAS DA LIGA ACADÊMICA DE ENFERMAGEM EM SAÚDE DA POPULAÇÃO NEGRA EEAN/UFRJ,"CAMILA OLIVEIRA CLIMACO,CECILIA MARIA IZIDORO PINTO,GISELLE NATALINA SOUSA DA SILVA,ISABELLY ROMÃO GARRIDO,JéSSICA ANDRESSA REIS DE SOUZA,JÚLIA DIAS COUTO,JULIANA DE OLIVEIRA CUNHA,LAíSA SANTOS DO NASCIMENTO,MANOELA OLIV EIRA,MARIA DA SOLEDADE SIMEÃO DOS SANTOS,NATHáLIA DE ARAúJO BARBOSA,RENATA PEREIRA LAURINDO,RENATA SILVA DE LIMA,VICTóRIA MONTEIRO LOBIANCO VIEIRA"
Centro de Ciencias da Saúde,5040,A ENFERMAGEM E O CUIDADO A UMA PESSOA SUBMETIDA À REVASCULARIZAÇÃO DO MIOCÁRDIO: UM RELATO DE EXPERIÊNCIA,"ANNE CAROLINE RODRIGUES DOS SANTOS,CECILIA MARIA IZIDORO PINTO,CÉLIA REGINA DA SILVA MEDEIROS,EDMARA SIMONIA MOREIRA MONTEIRO,ELODIE CAMELLE LOKOSSOU"
Centro de Ciencias da Saúde,5133,ASSISTÊNCIA DE ENFERMAGEM A UM PACIENTE COM DIVERTICULITE AGUDA PERFURADA NA TERAPIA INTENSIVA,"ALLAN MARCOS DA SILVA PALHETA,FRANCIMAR TINOCO DE OLIVEIRA,LETíCIA DE OLIVEIRA SOUZA CUCINIELLO,LETICIA NOVAES RODRIGUES,LORENA BELISáRIO DA SILVA SOARES,LUCAS LIMA DE CARVALHO,MARIA ALVES DO NASCIMENTO"
Centro de Ciencias da Saúde,5181,ASSISTÊNCIA DE ENFERMAGEM A UMA PACIENTE EM PÓS-OPERATÓRIO DE RESSECÇÃO DE MENINGIOMA NO CONTEXTO DA TERAPIA INTENSIVA,"ALLAN MARCOS DA SILVA PALHETA,FRANCIMAR TINOCO DE OLIVEIRA,RAYSSA NASCIMENTO VASCONCELLOS,SABRINA MACHADO MAGALHãES PINTO,SABRINA TRAJANO DE SOUZA"
Centro de Ciencias da Saúde,5189,ASSISTÊNCIA DE ENFERMAGEM AO PACIENTE COM ADENOCARCINOMA DE PULMÃO EM CUIDADOS INTENSIVOS,"ALLAN MARCOS DA SILVA PALHETA,EVELIN MACEDO,FERNANDA FELCMAN,FRANCIMAR TINOCO DE OLIVEIRA,GEANNY DE ALMEIDA SILVA,GIOVANA DE OLIVEIRA MONTEIRO QUEIROZ,GIOVANNA REZENDE"
Centro de Ciencias da Saúde,665,ADIPOSIDADE VISCERAL E CORP ORAL ASSOCIAM-SE NEGATIVAMENTE AO ESTADO NUTRICIONAL DE VITAMINA A INDEPENDENDETEMENTE DA INGESTÃO DIETÉTICA RECOMENDADA DE VITAMINA A,"AMANDA RIBAMAR RIBEIRO DOS SANTOS RODRIGUES,ANDREA RAMALHO,LAIS VIEIRA DE LIMA,SABRINA"
Centro de Ciencias da Saúde,2680,DESIGUALDADES RACIAIS NO ESTADO NUTRICIONAL E NOS NÍVEIS DE INSEGURANÇA ALIMENTAR NO BRASIL,"ALINE ALVES FERREIRA,ELOAH COSTA DE SANT' ANNA RIBEIRO,ESTHÉR VIEIRA DE PAULA,FERNANDA DE ANDRADE PINHEIRO,LUANA TEIXEIRA GHIGGINO,TALITA DOMINGOS"
Centro de Ciencias da Saúde,4403,OFICINA DE COMIDARIA: PROCESSO E PRODUTO NA GESTÃO DE ALTERNATIVAS ALIMENTARES PARTILHADAS EM TERRITÓRIOS VULNERÁVEIS,"GABRIELLE CARDOSO MANGIA,JéSSICA ROCHA,JULIANA RODRIGUES DE FARIAS,MARIA CLAUDIA CARVALHO,SARA ARAUJO,VERONICA"
Centro de Ciencias da Saúde,4463,INSEGURANÇA ALIMENTAR E SANEAMENTO BÁSICO: RETRATO DAS DESIGUALDADES EM DOMICÍLIOS CHEFIADOS POR MULHERES BRASILEIRAS,"ALEXIA VIEIRA DE ABREU RODRIGUES.,ALINE ALVES FERREIRA,GLEICIANE BUENO DA SILVA LUIZ,MICHELE RIBEIRO SGAMBATO,ROSANA SALLES-COSTA"
Centro de Ciencias da Saúde,4621,"DIFERENÇAS REGIONAIS ASSOCIADAS AOS INDICADORES SOCIAIS NA INSEGURANÇA ALIMENTAR NO BRASIL, 2013-2018","ALINE ALVES FERREIRA,CAMILLA CHEROL,JULIANA DE BEM LIGNANI,MARIA ELISA FALCãO MELLO,ROSANA SALLES-COSTA"
Centro de Ciencias da Saúde,4886,"DUPLA CARGA DE MÁ NUTRIÇÃO E INSEGURANÇA ALIMENTAR: UMA ANÁLISE DO STATUS DE PESO NO BRASIL, SEGUNDO PESQUISA DE ORÇAMENTO FAMILIAR 2017-2018","ALICE DE CARVALHO MIGUELLOTI,ANNA CAROLINA GOMES COLARES,BEATRIZ DE AMORIM OLIVEIRA,MARIA LETíCIA LEITE DOS SANTOS,ROSANA SALLES- COSTA,TALITA DOMINGOS"
Centro de Ciencias da Saúde,4906,"AQUISIÇÃO DE FRUTAS, VERDURAS E LEGUMES POR FAMÍLIAS SEGUNDO OS NÍVEIS DE INSEGURANÇA ALIMENTAR NO BRASIL","ALICE DE CARVALHO MIGUELLOTI,BEATRIZ DE AMORIM OLIVEIRA,CAMILLA CHEROL,CAROLINE ABREU PIRES,GLEICIANE BUENO DA SILVA LUIZ,JAMILE PIERRE RODRIGUES,LíVIA GOMES DE OLIVEIRA,MICHELE RIBEIRO SGAMBATO,ROSANA SALLES-COSTA"
Centro de Ciencias da Saúde,4931,SEGURANÇA ALIMENTAR E PANDEMIA DA COVID-19 NO BRASIL: REVISÃO INTEGRATIVA.,"LíVIA GOMES DE OLIVEIRA,MICHELE RIBEIRO SGAMBATO,ROBERTA TEIXEIRA DE OLIVEIRA,ROSANA SALLES- COSTA,SARAH VIRGINIA RAFAEL TOMAZ"
Centro de Ciencias da Saúde,296,VESÍCULAS DE MEMBRANA: UMA ROTA NEGLIGENCIADA PARA DISSEMINAÇÃO DE RESISTÊNCIA ANTIMICROBIANA NO MEIO AMBIENTE?,"MATHEUS DA COSTA APOLINARIO,RENATA CRISTINA PICAO"
Centro de Ciencias da Saúde,610,PERFIL PROTEÔMICO DA CÉLULA-TRONCO MESENQUIMAL E VESÍCULA EXTRACELULAR EM CONDIÇÃO DE NORMÓXIA E HIPÓXIA,"CASSIA LISBOA BRAGA,FERNANDA FERREIRA CRUZ,PATRICIA RIEKEN MACEDO ROCCO,PEDRO LEME,RENATA TRABACH SANTOS"
Centro de Ciencias da Saúde,742,POTENCIAL TERAPÊUTICO DE VESÍCULAS EXTRACELULARES SECRETADAS POR CÉLULAS MESENQUIMAIS DE TECIDO ADIPOSO NA LESÃO RENAL AGUDA INDUZIDA POR SEPSE,"ANDRé LUIZ MENEZES GUIMARãES DOS SANTOS,CARLA MEDEIROS,CAROLINE MUILER BARBOSA NOGUEIRA,CHRISTINA TAKIYA,FELIPE MATEUS ORNELLAS,FERNANDA FERREIRA CRUZ,JESSICA ALEXANDRE DE SOUZA DE FIGUEIREDO,MARCELO M"
Centro de Ciencias da Saúde,1866,IMPACTO DE VESÍCULAS EXTRACELULARES EM PROPRIEDADES FENOTÍPICAS DE CANDIDA ALBICANS,"LEONARDO NIMRICHTER,MARIANE NOGUEIRA MARINHO"
Centro de Ciencias da Saúde,623,ESTRATÉGIAS PARA GERAÇÃO DE NOVO DE CÉLULAS GANGLIONARES DA RETINA,"BRUNA CHIARINI AMARAL,MARIANA SILVEIRA,RODRIGO ALVES PORTELA MARTINS,VITORIA MELO FERNANDES CERQUEIRA,VIVIANE VALENçA"
Centro de Ciencias da Saúde,1733,O EFEITO DA SUPEREXPRESSÃO DE IGF1 POR CÉLULAS MESENQUIMAIS DE CAMUNDONGO NA ATIVAÇÃO DA MICROGLIA EM UM MODELO DE COCULTURA DE EXPLANTE DE RETINA.,"GABRIELA MARQUES MENDONÇA LIRA,JULIANA VASQUES,LEANDRO COELHO TEIXEIRA PINHEIRO,LUIZA CHIMELI ORMONDE,ROSALIA MENDEZ OTERO"
Centro de Ciencias da Saúde,1987,LMO7: ANÁLISE BIBLIOMÉTRICA E SEUS ACHADOS,"CLAUDIA DOS SANTOS MERMELSTEIN,LARISSA MELO VASCONCELLOS,MANOEL LUIS COSTA"
Centro de Ciencias da Saúde,5162,PRINCIPAIS COMPONENTES DO SISTEMA ENDOCANABINOIDE COMO ALVO TERAPÊUTICO NO GLIOBLASTOMA,"FLAVIA REGINA SOUZA LIMA,IGOR DA FONSECA RANGEL,ISABELLE DE MEDEIROS BRAGA,LUCIANA ROMAO"
Centro de Ciencias da Saúde,707,DANÇA FRANKENSTEIN: CORPOGRAFIAS ERRANTES,"ALICE POPPE,BIANCA MATTA"
Centro de Ciencias da Saúde,864,VIAS PARA A POTENCIALIZAÇÃO DOS CORPOS PLURIDIVERSOS ATRAVÉS DA DANÇA: PRÁTICAS QUE POSSIBILITEM A CONEXÃO COM SI E A REORGANIZAÇÃO DO INSCONCIENTE,"ANA CLAUDIA DE MELLO SILVA,RUTH SILVA TORRALBA RIBEIRO"
Centro de Ciencias da Saúde,1280,EU SOU NEGUINHA? ASPECTOS E ESPECTROS PERFORMÁTICO DO CORPO QUE SAMBA,"DENISE MARIA QUELHA DE Sá,TH VIEIRA"
